customer_id,orders_last_30d,orders_last_90d,total_spend_90d,avg_order_value_90d,category_diversity_90d,avg_quantity_per_order,days_since_last_order,customer_tenure_days,favorite_category,label
C01037,0,1,26.56,26.56,1,1.0,46.0,250.0,Grocery,0
C01038,2,2,2546.06,1273.03,1,1.5,2.0,349.0,Electronics,0
C01039,1,3,961.25,320.4166666666667,3,2.0,26.0,360.0,Books,1
C01040,0,2,421.64,210.82,2,1.5,48.0,436.0,Electronics,1
C01041,0,2,399.55,199.775,2,1.0,65.0,448.0,Electronics,0
C01042,1,3,603.92,201.30666666666664,3,1.3333333333333333,3.0,307.0,Beauty,1
C01043,0,0,0.0,0.0,0,0.0,128.0,423.0,unknown,1
C01044,4,8,1292.6,161.575,6,1.125,1.0,442.0,Beauty,1
C01045,1,1,123.08,123.08,1,1.0,27.0,330.0,Fashion,1
C01046,0,0,0.0,0.0,0,0.0,282.0,355.0,unknown,0
C01047,0,0,0.0,0.0,0,0.0,194.0,294.0,unknown,0
C01048,0,1,28.56,28.56,1,1.0,78.0,337.0,Grocery,0
C01049,1,4,216.12,54.03,3,1.25,29.0,401.0,Grocery,0
C01050,0,0,0.0,0.0,0,0.0,372.0,418.0,unknown,0
C01051,0,2,1168.31,584.155,2,2.0,39.0,374.0,Electronics,0
C01052,1,2,54.69,27.345,2,1.0,17.0,431.0,Books,0
C01053,0,0,0.0,0.0,0,0.0,225.0,441.0,unknown,0
C01054,0,0,0.0,0.0,0,0.0,134.0,425.0,unknown,1
C01055,0,1,110.45,110.45,1,1.0,74.0,417.0,Fashion,0
C01056,0,2,228.27,114.135,2,1.5,35.0,394.0,Books,0
C01057,0,2,143.8,71.9,2,1.0,62.0,345.0,Electronics,0
C01058,0,0,0.0,0.0,0,0.0,189.0,415.0,unknown,0
C01059,0,1,495.21,495.21,1,3.0,36.0,376.0,Sports,1
C01060,1,2,60.55,30.275,1,1.0,25.0,443.0,Grocery,0
C01061,0,3,172.23999999999998,57.41333333333333,2,1.0,34.0,331.0,Grocery,0
C01062,0,0,0.0,0.0,0,0.0,,,unknown,0
C01063,0,0,0.0,0.0,0,0.0,218.0,320.0,unknown,0
C01064,1,1,58.14,58.14,1,1.0,27.0,389.0,Grocery,0
C01065,0,0,0.0,0.0,0,0.0,114.0,431.0,unknown,0
C01066,0,0,0.0,0.0,0,0.0,95.0,390.0,unknown,0
C01067,0,0,0.0,0.0,0,0.0,246.0,334.0,unknown,0
C01068,1,1,16.58,16.58,1,1.0,27.0,414.0,Grocery,0
C01069,0,2,79.9,39.95,2,1.0,41.0,421.0,Grocery,0
C01070,1,4,1356.92,339.23,3,1.5,14.0,354.0,Home,0
C01071,2,4,286.04,71.51,4,2.0,19.0,427.0,Beauty,1
C01072,0,0,0.0,0.0,0,0.0,402.0,402.0,unknown,0
C01073,0,3,657.55,219.1833333333333,3,1.0,32.0,312.0,Electronics,0
C01074,0,0,0.0,0.0,0,0.0,316.0,316.0,unknown,0
C01075,0,1,126.85,126.85,1,3.0,58.0,379.0,Beauty,0
C01076,0,0,0.0,0.0,0,0.0,108.0,418.0,unknown,0
C01077,1,2,843.87,421.935,2,1.5,21.0,381.0,Electronics,0
C01078,1,1,270.77,270.77,1,1.0,2.0,299.0,Electronics,0
C01079,0,0,0.0,0.0,0,0.0,91.0,428.0,unknown,0
C01080,0,0,0.0,0.0,0,0.0,437.0,437.0,unknown,0
C01081,0,1,315.71,315.71,1,1.0,32.0,447.0,Electronics,0
C01082,1,2,101.51,50.755,2,1.5,13.0,437.0,Grocery,0
C01083,0,1,51.89,51.89,1,2.0,67.0,407.0,Beauty,0
C01084,1,6,983.89,163.98166666666665,5,1.1666666666666667,29.0,398.0,Fashion,0
C01085,2,2,138.35,69.175,2,1.0,18.0,439.0,Beauty,0
C01086,0,3,768.54,256.18,3,1.3333333333333333,35.0,393.0,Beauty,1
C01087,0,0,0.0,0.0,0,0.0,143.0,373.0,unknown,1
C01088,0,1,20.3,20.3,1,1.0,59.0,237.0,Books,0
C01089,0,2,101.1,50.55,1,1.0,47.0,330.0,Books,1
C01090,0,3,2141.17,713.7233333333334,3,2.3333333333333335,63.0,292.0,Beauty,1
C01091,0,0,0.0,0.0,0,0.0,151.0,450.0,unknown,0
C01092,0,0,0.0,0.0,0,0.0,129.0,431.0,unknown,0
C01093,0,0,0.0,0.0,0,0.0,194.0,435.0,unknown,0
C01094,0,0,0.0,0.0,0,0.0,334.0,430.0,unknown,0
C01095,2,4,920.6,230.15,4,1.5,6.0,137.0,Electronics,1
C01096,2,4,2490.59,622.6475,3,1.5,3.0,356.0,Electronics,0
C01097,1,1,9.47,9.47,1,1.0,25.0,449.0,Books,0
C01098,0,1,72.29,72.29,1,2.0,51.0,326.0,Beauty,0
C01099,0,1,24.07,24.07,1,1.0,59.0,218.0,Beauty,0
C01100,0,0,0.0,0.0,0,0.0,91.0,433.0,unknown,0
C01101,0,1,109.6,109.6,1,1.0,85.0,443.0,Home,1
C01102,0,0,0.0,0.0,0,0.0,264.0,361.0,unknown,0
C01103,0,1,96.25,96.25,1,1.0,72.0,357.0,Fashion,1
C01104,0,2,489.89,244.945,2,2.0,36.0,398.0,Electronics,0
C01105,1,1,109.86,109.86,1,1.0,1.0,384.0,Home,1
C01106,0,0,0.0,0.0,0,0.0,224.0,346.0,unknown,0
C01107,1,3,584.79,194.92999999999998,3,2.0,11.0,430.0,Electronics,1
C01108,0,0,0.0,0.0,0,0.0,163.0,436.0,unknown,0
C01109,1,1,95.0,95.0,1,1.0,15.0,393.0,Beauty,1
C01110,0,0,0.0,0.0,0,0.0,270.0,437.0,unknown,0
C01111,1,4,1284.58,321.145,4,1.75,4.0,420.0,Beauty,1
C01112,0,0,0.0,0.0,0,0.0,142.0,212.0,unknown,0
C01113,0,1,280.42,280.42,1,2.0,47.0,413.0,Home,0
C01114,0,1,37.69,37.69,1,1.0,88.0,442.0,Grocery,1
C01115,1,1,96.95,96.95,1,1.0,28.0,392.0,Fashion,1
C01116,1,1,44.27,44.27,1,2.0,25.0,380.0,Grocery,0
C01117,1,2,246.37,123.185,2,1.5,8.0,300.0,Fashion,0
C01118,0,1,190.42,190.42,1,4.0,88.0,360.0,Toys,0
C01119,0,1,206.38,206.38,1,1.0,71.0,446.0,Home,0
C01120,0,0,0.0,0.0,0,0.0,165.0,427.0,unknown,1
C01121,0,0,0.0,0.0,0,0.0,196.0,248.0,unknown,0
C01122,2,3,297.98,99.32666666666667,3,1.3333333333333333,0.0,421.0,Books,1
C01123,0,1,254.96,254.96,1,2.0,80.0,411.0,Fashion,0
C01124,4,7,1182.23,168.89000000000001,5,1.8571428571428572,15.0,342.0,Beauty,1
C01125,2,2,2751.83,1375.915,2,3.0,15.0,296.0,Beauty,1
C01126,0,0,0.0,0.0,0,0.0,226.0,274.0,unknown,0
C01127,0,1,340.14,340.14,1,2.0,30.0,366.0,Electronics,1
C01128,0,0,0.0,0.0,0,0.0,313.0,370.0,unknown,0
C01129,0,1,20.46,20.46,1,1.0,83.0,389.0,Grocery,1
C01130,0,1,30.25,30.25,1,1.0,53.0,323.0,Books,1
C01131,0,1,25.98,25.98,1,1.0,55.0,356.0,Beauty,0
C01132,0,2,313.17,156.585,2,3.0,61.0,305.0,Books,0
C01133,2,9,1591.24,176.80444444444444,6,1.0,0.0,393.0,Fashion,0
C01134,0,1,36.33,36.33,1,1.0,31.0,337.0,Beauty,1
C01135,0,2,225.2,112.6,2,1.0,40.0,431.0,Books,1
C01136,0,0,0.0,0.0,0,0.0,287.0,378.0,unknown,0
C01137,0,2,224.97,112.485,2,2.0,38.0,262.0,Beauty,0
C01138,6,8,3023.7799999999997,377.97249999999997,3,1.25,7.0,351.0,Electronics,0
C01139,0,1,18.35,18.35,1,1.0,35.0,371.0,Grocery,0
C01140,0,0,0.0,0.0,0,0.0,179.0,411.0,unknown,0
C01141,0,0,0.0,0.0,0,0.0,223.0,438.0,unknown,0
C01142,0,0,0.0,0.0,0,0.0,136.0,357.0,unknown,1
C01143,0,2,60.1,30.05,2,1.0,32.0,205.0,Beauty,0
C01144,0,0,0.0,0.0,0,0.0,176.0,401.0,unknown,0
C01145,2,5,1655.15,331.03000000000003,3,2.2,17.0,318.0,Fashion,1
C01146,0,0,0.0,0.0,0,0.0,233.0,377.0,unknown,0
C01147,2,2,260.72,130.36,2,1.5,6.0,433.0,Electronics,0
C01148,0,0,0.0,0.0,0,0.0,117.0,390.0,unknown,0
C01149,0,3,730.8999999999999,243.6333333333333,3,1.0,39.0,324.0,Beauty,0
C01150,0,4,568.89,142.2225,3,1.5,33.0,363.0,Sports,0
C01151,1,1,59.15,59.15,1,1.0,16.0,412.0,Fashion,0
C01152,0,1,624.21,624.21,1,1.0,38.0,429.0,Electronics,0
C01153,2,9,2174.15,241.57222222222222,4,1.4444444444444444,8.0,448.0,Grocery,1
C01154,2,6,664.3499999999999,110.72499999999998,5,1.3333333333333333,0.0,438.0,Beauty,1
C01155,0,1,18.6,18.6,1,1.0,89.0,401.0,Beauty,0
C01156,0,0,0.0,0.0,0,0.0,98.0,343.0,unknown,0
C01157,0,0,0.0,0.0,0,0.0,124.0,357.0,unknown,0
C01158,3,4,516.8000000000001,129.20000000000002,4,1.5,0.0,346.0,Beauty,0
C01159,1,2,2189.89,1094.945,1,3.5,11.0,386.0,Electronics,0
C01160,1,1,43.04,43.04,1,1.0,18.0,449.0,Fashion,0
C01161,1,2,898.56,449.28,2,2.0,24.0,448.0,Beauty,1
C01162,1,7,866.01,123.71571428571428,5,1.5714285714285714,25.0,423.0,Beauty,1
C01163,0,1,57.5,57.5,1,1.0,82.0,381.0,Beauty,1
C01164,0,1,374.62,374.62,1,3.0,37.0,437.0,Sports,0
C01165,2,3,682.25,227.41666666666666,2,1.6666666666666667,17.0,437.0,Sports,0
C01166,0,2,145.46,72.73,2,1.0,63.0,442.0,Fashion,0
C01167,0,0,0.0,0.0,0,0.0,247.0,374.0,unknown,1
C01168,1,2,220.12,110.06,2,1.0,24.0,385.0,Electronics,1
C01169,1,2,338.27,169.135,2,1.0,13.0,443.0,Electronics,1
C01170,1,2,46.36,23.18,2,1.0,18.0,428.0,Fashion,1
C01171,0,1,103.88,103.88,1,3.0,59.0,446.0,Grocery,0
C01172,0,0,0.0,0.0,0,0.0,101.0,367.0,unknown,0
C01173,0,0,0.0,0.0,0,0.0,313.0,436.0,unknown,0
C01174,0,1,301.18,301.18,1,2.0,37.0,353.0,Home,0
C01175,1,1,85.42,85.42,1,1.0,7.0,313.0,Home,1
C01176,1,1,49.69,49.69,1,1.0,12.0,360.0,Fashion,0
C01177,1,5,873.1800000000001,174.63600000000002,4,2.4,11.0,314.0,Toys,1
C01178,0,0,0.0,0.0,0,0.0,133.0,360.0,unknown,0
C01179,0,0,0.0,0.0,0,0.0,234.0,375.0,unknown,0
C01180,0,0,0.0,0.0,0,0.0,125.0,407.0,unknown,0
C01181,2,3,545.59,181.86333333333334,3,1.3333333333333333,15.0,442.0,Books,0
C01182,0,0,0.0,0.0,0,0.0,141.0,395.0,unknown,0
C01183,0,1,15.31,15.31,1,1.0,30.0,408.0,Beauty,0
C01184,2,6,915.91,152.65166666666667,5,1.8333333333333333,18.0,415.0,Grocery,1
C01185,1,2,359.37,179.685,2,1.5,7.0,405.0,Home,1
C01186,0,5,470.03000000000003,94.006,3,1.4,41.0,402.0,Grocery,1
C01187,0,0,0.0,0.0,0,0.0,160.0,228.0,unknown,0
C01188,1,2,359.78,179.89,1,1.5,24.0,424.0,Home,1
C01189,2,5,563.29,112.65799999999999,3,1.6,20.0,438.0,Fashion,0
C01190,0,0,0.0,0.0,0,0.0,350.0,350.0,unknown,0
C01191,0,0,0.0,0.0,0,0.0,91.0,405.0,unknown,0
C01192,0,0,0.0,0.0,0,0.0,356.0,356.0,unknown,0
C01193,1,1,19.6,19.6,1,1.0,19.0,19.0,Grocery,0
C01194,1,1,139.57,139.57,1,4.0,28.0,335.0,Grocery,0
C01195,0,0,0.0,0.0,0,0.0,101.0,428.0,unknown,0
C01196,0,0,0.0,0.0,0,0.0,289.0,451.0,unknown,0
C01197,0,0,0.0,0.0,0,0.0,197.0,421.0,unknown,0
C01198,0,2,348.07,174.035,1,1.0,44.0,397.0,Electronics,0
C01199,0,0,0.0,0.0,0,0.0,194.0,422.0,unknown,0
C01200,3,7,388.56,55.50857142857143,5,1.2857142857142858,10.0,440.0,Beauty,1
C01201,1,2,268.32,134.16,2,1.5,11.0,403.0,Books,0
C01202,1,1,88.52,88.52,1,1.0,28.0,436.0,Fashion,0
C01203,1,2,450.22999999999996,225.11499999999998,2,1.0,13.0,67.0,Electronics,0
C01204,1,1,78.44,78.44,1,3.0,0.0,440.0,Beauty,0
C01205,1,2,295.4,147.7,2,2.0,17.0,392.0,Electronics,1
C01206,0,1,44.05,44.05,1,2.0,62.0,180.0,Grocery,0
C01207,0,1,561.4,561.4,1,1.0,39.0,412.0,Electronics,0
C01208,2,7,3589.39,512.77,3,1.2857142857142858,8.0,295.0,Electronics,1
C01209,0,0,0.0,0.0,0,0.0,193.0,441.0,unknown,0
C01210,2,4,4628.879999999999,1157.2199999999998,4,2.5,11.0,406.0,Books,1
C01211,0,1,280.42,280.42,1,1.0,35.0,373.0,Home,0
C01212,0,0,0.0,0.0,0,0.0,157.0,299.0,unknown,0
C01213,0,1,130.48,130.48,1,1.0,49.0,332.0,Home,0
C01214,0,0,0.0,0.0,0,0.0,322.0,409.0,unknown,0
C01215,0,0,0.0,0.0,0,0.0,295.0,295.0,unknown,1
C01216,1,2,53.31,26.655,2,1.0,24.0,372.0,Books,0
C01217,0,0,0.0,0.0,0,0.0,215.0,451.0,unknown,0
C01218,0,1,137.62,137.62,1,1.0,58.0,371.0,Fashion,0
C01219,0,0,0.0,0.0,0,0.0,173.0,404.0,unknown,0
C01220,2,4,550.47,137.6175,4,1.5,18.0,443.0,Beauty,0
C01221,0,1,424.15,424.15,1,4.0,58.0,435.0,Home,0
C01222,0,0,0.0,0.0,0,0.0,275.0,393.0,unknown,0
C01223,0,0,0.0,0.0,0,0.0,122.0,273.0,unknown,1
C01224,0,0,0.0,0.0,0,0.0,133.0,368.0,unknown,0
C01225,3,9,1393.29,154.81,4,2.0,1.0,448.0,Fashion,1
C01226,0,0,0.0,0.0,0,0.0,133.0,360.0,unknown,0
C01227,0,1,129.19,129.19,1,1.0,64.0,336.0,Home,1
C01228,1,3,3814.69,1271.5633333333333,2,1.6666666666666667,24.0,333.0,Electronics,0
C01229,0,3,594.3100000000001,198.10333333333335,3,1.6666666666666667,38.0,406.0,Beauty,0
C01230,3,6,851.44,141.90666666666667,3,2.5,11.0,451.0,Beauty,1
C01231,0,1,58.52,58.52,1,1.0,89.0,426.0,Books,0
C01232,0,0,0.0,0.0,0,0.0,176.0,407.0,unknown,0
C01233,0,1,139.56,139.56,1,2.0,69.0,446.0,Fashion,0
C01234,0,1,22.37,22.37,1,1.0,42.0,227.0,Beauty,0
C01235,0,0,0.0,0.0,0,0.0,417.0,432.0,unknown,0
C01236,0,2,340.1,170.05,2,2.5,65.0,431.0,Grocery,0
C01237,0,0,0.0,0.0,0,0.0,101.0,426.0,unknown,0
C01238,1,3,977.48,325.82666666666665,2,1.6666666666666667,27.0,375.0,Toys,0
C01239,0,1,22.9,22.9,1,1.0,46.0,406.0,Books,1
C01240,0,2,251.52999999999997,125.76499999999999,2,2.0,56.0,409.0,Electronics,1
C01241,0,0,0.0,0.0,0,0.0,206.0,253.0,unknown,0
C01242,0,0,0.0,0.0,0,0.0,206.0,451.0,unknown,0
C01243,0,0,0.0,0.0,0,0.0,138.0,418.0,unknown,0
C01244,2,4,2658.67,664.6675,2,2.0,16.0,443.0,Electronics,0
C01245,1,1,23.84,23.84,1,1.0,1.0,393.0,Books,0
C01246,0,0,0.0,0.0,0,0.0,276.0,408.0,unknown,0
C01247,0,0,0.0,0.0,0,0.0,116.0,443.0,unknown,0
C01248,0,0,0.0,0.0,0,0.0,227.0,414.0,unknown,0
C01249,0,1,26.93,26.93,1,1.0,64.0,309.0,Fashion,1
C01250,0,2,1152.9,576.45,2,3.5,60.0,392.0,Books,0
C01251,0,4,840.47,210.1175,3,2.0,45.0,419.0,Home,1
C01252,2,3,642.81,214.26999999999998,2,1.3333333333333333,7.0,393.0,Home,0
C01253,2,2,246.68,123.34,2,2.0,4.0,438.0,Beauty,1
C01254,1,1,1700.0,1700.0,1,2.0,14.0,367.0,Electronics,1
C01255,0,3,1320.6399999999999,440.2133333333333,2,1.6666666666666667,49.0,114.0,Electronics,0
C01256,0,0,0.0,0.0,0,0.0,97.0,337.0,unknown,1
C01257,0,0,0.0,0.0,0,0.0,158.0,381.0,unknown,1
C01258,0,1,469.43,469.43,1,1.0,67.0,363.0,Electronics,0
C01259,0,2,125.49000000000001,62.745000000000005,2,1.5,81.0,87.0,Books,0
C01260,0,0,0.0,0.0,0,0.0,122.0,315.0,unknown,0
C01261,1,7,872.27,124.61,4,1.0,6.0,450.0,Beauty,1
C01262,2,4,2753.48,688.37,2,1.5,14.0,384.0,Electronics,1
C01263,1,1,33.19,33.19,1,1.0,17.0,424.0,Beauty,0
C01264,4,4,1356.89,339.2225,3,1.25,1.0,366.0,Grocery,0
C01265,0,1,30.61,30.61,1,1.0,44.0,370.0,Sports,0
C01266,0,1,47.81,47.81,1,1.0,86.0,381.0,Fashion,1
C01267,0,1,32.06,32.06,1,1.0,65.0,449.0,Fashion,1
C01268,1,2,94.55999999999999,47.279999999999994,1,1.0,6.0,390.0,Books,0
C01269,0,1,16.3,16.3,1,1.0,57.0,299.0,Beauty,1
C01270,0,0,0.0,0.0,0,0.0,122.0,291.0,unknown,1
C01271,0,1,29.81,29.81,1,1.0,83.0,415.0,Books,1
C01272,0,0,0.0,0.0,0,0.0,291.0,425.0,unknown,0
C01273,0,0,0.0,0.0,0,0.0,222.0,452.0,unknown,0
C01274,0,0,0.0,0.0,0,0.0,,,unknown,1
C01275,0,5,986.9100000000001,197.382,4,1.2,46.0,451.0,Home,0
C01276,1,1,40.44,40.44,1,1.0,7.0,424.0,Sports,0
C01277,1,1,40.88,40.88,1,2.0,20.0,420.0,Beauty,0
C01278,2,3,284.79,94.93,3,1.0,16.0,443.0,Books,1
C01279,0,0,0.0,0.0,0,0.0,132.0,430.0,unknown,0
C01280,0,1,169.66,169.66,1,2.0,73.0,429.0,Beauty,0
C01281,0,0,0.0,0.0,0,0.0,299.0,448.0,unknown,0
C01282,0,1,5444.61,5444.61,1,6.0,68.0,317.0,Electronics,0
C01283,1,3,636.98,212.32666666666668,3,2.0,24.0,223.0,Grocery,0
C01284,0,0,0.0,0.0,0,0.0,190.0,218.0,unknown,0
C01285,0,1,41.04,41.04,1,1.0,45.0,275.0,Beauty,0
C01286,1,2,55.7,27.85,1,1.5,29.0,415.0,Grocery,0
C01287,0,1,66.36,66.36,1,1.0,37.0,430.0,Books,0
C01288,0,0,0.0,0.0,0,0.0,333.0,410.0,unknown,0
C01289,0,0,0.0,0.0,0,0.0,128.0,396.0,unknown,1
C01290,0,0,0.0,0.0,0,0.0,130.0,280.0,unknown,0
C01291,3,11,4774.07,434.00636363636363,7,1.8181818181818181,7.0,402.0,Electronics,1
C01292,1,2,246.3,123.15,2,1.0,10.0,443.0,Fashion,1
C01293,0,1,116.54,116.54,1,1.0,45.0,404.0,Electronics,1
C01294,0,0,0.0,0.0,0,0.0,324.0,409.0,unknown,0
C01295,0,0,0.0,0.0,0,0.0,290.0,381.0,unknown,0
C01296,0,0,0.0,0.0,0,0.0,123.0,406.0,unknown,0
C01297,1,3,126.27,42.089999999999996,3,1.6666666666666667,21.0,436.0,Books,0
C01298,1,1,81.42,81.42,1,2.0,11.0,446.0,Grocery,0
C01299,0,0,0.0,0.0,0,0.0,116.0,404.0,unknown,0
C01300,0,0,0.0,0.0,0,0.0,346.0,346.0,unknown,0
C01301,0,0,0.0,0.0,0,0.0,357.0,357.0,unknown,0
C01302,0,0,0.0,0.0,0,0.0,129.0,435.0,unknown,0
C01303,1,3,740.5,246.83333333333334,3,1.3333333333333333,21.0,356.0,Electronics,0
C01304,0,0,0.0,0.0,0,0.0,304.0,304.0,unknown,0
C01305,2,4,1157.35,289.3375,3,1.75,4.0,287.0,Fashion,0
C01306,0,1,572.04,572.04,1,1.0,37.0,445.0,Electronics,1
C01307,0,0,0.0,0.0,0,0.0,91.0,212.0,unknown,1
C01308,0,0,0.0,0.0,0,0.0,91.0,396.0,unknown,0
C01309,1,2,124.07,62.035,2,1.0,13.0,440.0,Beauty,1
C01310,0,4,806.02,201.505,3,2.0,36.0,446.0,Grocery,1
C01311,0,0,0.0,0.0,0,0.0,237.0,425.0,unknown,0
C01312,1,2,253.0,126.5,2,1.5,0.0,181.0,Electronics,0
C01313,0,0,0.0,0.0,0,0.0,102.0,443.0,unknown,0
C01314,1,5,430.63,86.126,5,1.6,24.0,366.0,Books,1
C01315,2,2,4020.3799999999997,2010.1899999999998,2,3.0,20.0,441.0,Books,1
C01316,0,0,0.0,0.0,0,0.0,116.0,388.0,unknown,0
C01317,0,1,277.38,277.38,1,1.0,38.0,312.0,Electronics,1
C01318,1,2,55.31,27.655,1,1.0,3.0,391.0,Beauty,1
C01319,0,0,0.0,0.0,0,0.0,91.0,433.0,unknown,0
C01320,0,0,0.0,0.0,0,0.0,134.0,337.0,unknown,0
C01321,0,1,73.42,73.42,1,1.0,79.0,320.0,Toys,0
C01322,3,6,1529.46,254.91,3,1.0,14.0,422.0,Electronics,1
C01323,1,3,1479.92,493.3066666666667,3,1.6666666666666667,2.0,448.0,Electronics,0
C01324,0,0,0.0,0.0,0,0.0,100.0,317.0,unknown,0
C01325,0,0,0.0,0.0,0,0.0,142.0,441.0,unknown,0
C01326,1,2,330.03999999999996,165.01999999999998,2,1.5,9.0,382.0,Fashion,0
C01327,0,0,0.0,0.0,0,0.0,269.0,381.0,unknown,0
C01328,0,1,850.0,850.0,1,1.0,87.0,445.0,Electronics,0
C01329,0,0,0.0,0.0,0,0.0,318.0,446.0,unknown,0
C01330,3,8,1230.27,153.78375,4,1.5,26.0,449.0,Beauty,1
C01331,0,0,0.0,0.0,0,0.0,100.0,243.0,unknown,1
C01332,1,2,1400.6499999999999,700.3249999999999,2,1.0,25.0,371.0,Electronics,0
C01333,0,3,116.06,38.68666666666667,2,1.6666666666666667,47.0,414.0,Beauty,1
C01334,1,3,378.39,126.13,3,1.6666666666666667,6.0,412.0,Home,0
C01335,0,0,0.0,0.0,0,0.0,220.0,296.0,unknown,0
C01336,1,2,711.95,355.975,2,1.0,3.0,392.0,Electronics,1
C01337,0,1,61.29,61.29,1,1.0,54.0,443.0,Fashion,0
C01338,0,2,107.84,53.92,2,1.0,46.0,184.0,Beauty,0
C01339,0,2,78.58000000000001,39.290000000000006,2,1.5,67.0,394.0,Beauty,1
C01340,0,0,0.0,0.0,0,0.0,133.0,415.0,unknown,0
C01341,2,3,68.77000000000001,22.923333333333336,1,1.0,9.0,218.0,Grocery,0
C01342,2,3,1192.25,397.4166666666667,3,1.3333333333333333,23.0,446.0,Electronics,0
C01343,1,1,1728.31,1728.31,1,3.0,7.0,270.0,Electronics,1
C01344,0,1,101.75,101.75,1,2.0,60.0,442.0,Grocery,1
C01345,0,1,190.0,190.0,1,2.0,36.0,418.0,Beauty,1
C01346,0,0,0.0,0.0,0,0.0,128.0,424.0,unknown,0
C01347,0,1,56.58,56.58,1,1.0,47.0,314.0,Sports,1
C01348,0,0,0.0,0.0,0,0.0,208.0,444.0,unknown,0
C01349,0,3,2146.35,715.4499999999999,1,1.6666666666666667,34.0,366.0,Electronics,1
C01350,1,2,43.57,21.785,2,1.5,26.0,450.0,Beauty,1
C01351,0,0,0.0,0.0,0,0.0,173.0,173.0,unknown,0
C01352,1,1,78.14,78.14,1,3.0,8.0,437.0,Toys,1
C01353,0,0,0.0,0.0,0,0.0,203.0,443.0,unknown,0
C01354,0,0,0.0,0.0,0,0.0,408.0,413.0,unknown,0
C01355,0,3,895.5899999999999,298.53,3,3.0,38.0,396.0,Beauty,0
C01356,0,1,31.0,31.0,1,1.0,32.0,452.0,Books,0
C01357,0,1,121.68,121.68,1,1.0,85.0,421.0,Sports,0
C01358,0,3,484.2,161.4,3,1.0,39.0,352.0,Fashion,1
C01359,0,0,0.0,0.0,0,0.0,192.0,192.0,unknown,0
C01360,0,0,0.0,0.0,0,0.0,123.0,433.0,unknown,0
C01361,0,2,441.42,220.71,1,1.0,71.0,292.0,Home,0
C01362,0,0,0.0,0.0,0,0.0,240.0,432.0,unknown,0
C01363,0,0,0.0,0.0,0,0.0,104.0,174.0,unknown,0
C01364,0,2,176.63,88.315,2,1.5,31.0,397.0,Fashion,1
C01365,0,1,188.47,188.47,1,2.0,37.0,299.0,Sports,1
C01366,0,5,1238.24,247.648,4,1.0,46.0,451.0,Electronics,0
C01367,0,1,68.87,68.87,1,1.0,79.0,436.0,Fashion,0
C01368,2,3,302.33,100.77666666666666,3,1.3333333333333333,3.0,418.0,Beauty,1
C01369,0,0,0.0,0.0,0,0.0,354.0,414.0,unknown,0
C01370,0,0,0.0,0.0,0,0.0,156.0,444.0,unknown,0
C01371,1,3,464.58000000000004,154.86,2,1.6666666666666667,16.0,441.0,Grocery,0
C01372,0,1,103.32,103.32,1,1.0,31.0,418.0,Fashion,0
C01373,0,3,494.62,164.87333333333333,2,2.0,31.0,384.0,Toys,1
C01374,1,1,51.73,51.73,1,1.0,10.0,419.0,Sports,1
C01375,1,1,41.27,41.27,1,1.0,11.0,326.0,Books,0
C01376,0,4,265.17,66.2925,3,1.0,62.0,427.0,Sports,1
C01377,0,3,144.42,48.13999999999999,3,1.3333333333333333,36.0,352.0,Books,0
C01378,0,0,0.0,0.0,0,0.0,148.0,379.0,unknown,0
C01379,2,2,113.13,56.565,2,1.0,9.0,359.0,Books,0
C01380,0,2,1717.05,858.525,1,1.0,53.0,200.0,Electronics,1
C01381,1,1,457.12,457.12,1,3.0,6.0,411.0,Home,0
C01382,0,4,303.72,75.93,3,1.5,43.0,434.0,Beauty,0
C01383,0,1,14.1,14.1,1,1.0,42.0,292.0,Books,0
C01384,0,0,0.0,0.0,0,0.0,190.0,351.0,unknown,0
C01385,1,1,34.68,34.68,1,1.0,5.0,429.0,Grocery,0
C01386,0,1,65.84,65.84,1,1.0,48.0,431.0,Sports,1
C01387,0,1,89.81,89.81,1,1.0,88.0,423.0,Fashion,0
C01388,0,0,0.0,0.0,0,0.0,164.0,409.0,unknown,0
C01389,0,2,201.59,100.795,2,1.5,46.0,421.0,Beauty,0
C01390,0,2,212.16,106.08,2,2.0,70.0,368.0,Fashion,0
C01391,1,1,47.19,47.19,1,1.0,24.0,315.0,Beauty,0
C01392,0,0,0.0,0.0,0,0.0,168.0,297.0,unknown,0
C01393,0,1,152.99,152.99,1,1.0,47.0,443.0,Fashion,0
C01394,0,2,60.67,30.335,2,1.0,30.0,430.0,Grocery,1
C01395,2,8,1046.62,130.8275,5,1.375,26.0,410.0,Electronics,1
C01396,0,3,268.84000000000003,89.61333333333334,2,1.0,48.0,412.0,Home,0
C01397,0,0,0.0,0.0,0,0.0,188.0,392.0,unknown,0
C01398,0,1,166.49,166.49,1,1.0,78.0,357.0,Home,0
C01399,0,3,477.81,159.27,3,1.3333333333333333,35.0,440.0,Beauty,1
C01400,0,1,69.81,69.81,1,5.0,81.0,445.0,Grocery,0
C01401,1,2,225.71999999999997,112.85999999999999,2,1.0,0.0,269.0,Fashion,0
C01402,2,7,2207.0,315.2857142857143,5,1.5714285714285714,19.0,450.0,Beauty,0
C01403,0,4,1739.19,434.7975,3,1.75,30.0,441.0,Toys,1
C01404,0,0,0.0,0.0,0,0.0,297.0,451.0,unknown,0
