customer_id,order_id,order_date,product_id,category,brand,amount,quantity
C01919,O0019589,2025-08-24,GRO-HEI-0509,Grocery,Heinz,7.96,1
C03251,O0032632,2025-04-09,GRO-NES-0219,Grocery,Nestle,46.71,2
C02241,O0022898,2024-12-14,FAS-ZAR-0461,Fashion,Zara,34.15,1
C00609,O0006341,2025-11-02,FAS-UNI-0699,Fashion,Uniqlo,61.72,1
C02340,O0023906,2026-05-12,FAS-ZAR-0037,Fashion,Zara,144.4,3
C03820,O0038423,2025-04-15,FAS-ADI-0674,Fashion,Adidas,192.28,3
C01848,O0018917,2026-04-15,HOM-DYS-0497,Home,Dyson,207.64,2
C02540,O0025896,2025-09-06,BEA-NIV-0390,Beauty,Nivea,16.61,1
C01244,O0012956,2025-06-14,GRO-QUA-0109,Grocery,Quaker,25.6,1
C02891,O0029066,2026-05-27,FAS-LEV-0400,Fashion,Levi's,88.5,1
C04501,O0045252,2025-12-27,GRO-QUA-0234,Grocery,Quaker,113.27,2
C03502,O0035183,2025-10-18,GRO-HEI-0363,Grocery,Heinz,14.28,1
C03154,O0031471,2025-03-17,HOM-IKE-0629,Home,Ikea,145.97,1
C00125,O0001158,2025-09-05,GRO-PEP-0674,Grocery,PepsiCo,25.98,1
C01761,O0018108,2025-02-01,ELE-SON-0233,Electronics,Sony,120.41,1
C02873,O0028859,2025-03-15,SPO-PUM-0396,Sports,Puma,87.21,1
C01548,O0016052,2026-03-01,FAS-LEV-0573,Fashion,Levi's,69.51,1
C01666,O0017288,2025-08-06,FAS-ZAR-0655,Fashion,Zara,60.31,1
C02983,O0029983,2026-02-06,BOO-OR-0746,Books,O'Reilly,17.63,2
C00061,O0000579,2025-06-13,BOO-OR-0493,Books,O'Reilly,15.45,1
C00549,O0005693,2025-02-19,BEA-DOV-0697,Beauty,Dove,30.77,1
C02493,O0025473,2025-10-22,ELE-SAM-0304,Electronics,Samsung,408.24,1
C03989,O0040200,2025-04-08,BEA-DOV-0559,Beauty,Dove,34.88,1
C00858,O0008961,2025-11-01,GRO-KEL-0685,Grocery,Kellogg's,11.48,1
C00387,O0003859,2025-06-11,SPO-REE-0089,Sports,Reebok,143.47,2
C03245,O0032562,2025-03-16,BEA-LO-0428,Beauty,L'Oreal,50.23,1
C03858,O0038793,2026-04-21,ELE-SON-0163,Electronics,Sony,896.9,5
C00812,O0008446,2026-01-16,BOO-NO -0030,Books,No Starch,24.9,1
C00748,O0007773,2026-03-15,FAS-LEV-0471,Fashion,Levi's,146.62,1
C01029,O0010870,2026-01-12,TOY-RAV-0253,Toys,Ravensburger,68.34,1
C04625,O0046361,2026-03-10,GRO-PEP-0277,Grocery,PepsiCo,25.4,1
C04858,O0048807,2026-01-09,SPO-REE-0119,Sports,Reebok,55.96,1
C02903,O0029175,2025-02-21,FAS-UNI-0662,Fashion,Uniqlo,87.39,1
C04156,O0041829,2025-11-12,SPO-WIL-0795,Sports,Wilson,48.97,1
C02913,O0029274,2025-09-05,HOM-OXO-0763,Home,OXO,263.12,3
C01616,O0016740,2025-02-06,SPO-COL-0761,Sports,Columbia,72.26,1
C04279,O0043133,2025-10-03,HOM-NIN-0725,Home,Ninja,94.96,1
C02659,O0026969,2025-09-10,GRO-KEL-0665,Grocery,Kellogg's,22.33,1
C02102,O0021536,2025-12-30,BEA-DOV-0589,Beauty,Dove,61.28,4
C03019,O0030282,2025-02-16,HOM-IKE-0380,Home,Ikea,213.3,1
C02887,O0029014,2026-02-03,GRO-NES-0745,Grocery,Nestle,12.53,1
C04339,O0043841,2025-04-28,HOM-DYS-0017,Home,Dyson,522.25,2
C04849,O0048723,2026-04-12,ELE-LOG-0726,Electronics,Logitech,91.72,1
C03235,O0032478,2025-10-04,BEA-CER-0124,Beauty,CeraVe,79.05,1
C01447,O0015042,2026-02-13,GRO-NES-0758,Grocery,Nestle,28.32,1
C00279,O0002741,2026-02-24,ELE-SON-0146,Electronics,Sony,172.45,1
C04819,O0048418,2026-01-05,HOM-IKE-0778,Home,Ikea,226.21,1
C00590,O0006129,2025-04-17,ELE-SON-0666,Electronics,Sony,971.76,1
C01107,O0011576,2025-06-08,FAS-ZAR-0544,Fashion,Zara,93.52,1
C02659,O0026971,2025-10-03,GRO-KEL-0567,Grocery,Kellogg's,37.2,1
C04831,O0048529,2025-03-02,HOM-NIN-0662,Home,Ninja,46.72,1
C02513,O0025632,2025-03-01,SPO-UND-0300,Sports,Under Armour,83.95,1
C00406,O0004035,2025-04-27,HOM-NIN-0493,Home,Ninja,83.4,1
C01615,O0016730,2025-04-09,ELE-SON-0639,Electronics,Sony,188.34,1
C02558,O0026042,2025-02-01,GRO-HEI-0614,Grocery,Heinz,13.6,1
C04250,O0042859,2025-09-28,ELE-APP-0383,Electronics,Apple,93.76,1
C04153,O0041755,2025-07-21,SPO-UND-0345,Sports,Under Armour,127.26,1
C02985,O0029996,2025-06-03,ELE-APP-0471,Electronics,Apple,119.28,1
C01937,O0019793,2025-07-29,TOY-LEG-0708,Toys,Lego,98.55,1
C03988,O0040179,2025-03-07,FAS-NIK-0538,Fashion,Nike,206.06,1
C01975,O0020211,2025-04-02,BEA-LO-0203,Beauty,L'Oreal,34.14,1
C01350,O0013965,2025-08-21,TOY-FIS-0072,Toys,Fisher-Price,49.81,1
C02763,O0027920,2025-11-30,SPO-UND-0142,Sports,Under Armour,147.85,3
C01764,O0018138,2025-08-09,GRO-KEL-0545,Grocery,Kellogg's,50.83,1
C02998,O0030114,2025-02-03,TOY-HAS-0741,Toys,Hasbro,28.46,1
C03756,O0037768,2025-05-30,BEA-LO-0347,Beauty,L'Oreal,36.4,2
C04916,O0049317,2025-01-29,BEA-NIV-0605,Beauty,Nivea,23.17,1
C02370,O0024250,2026-02-19,FAS-UNI-0732,Fashion,Uniqlo,102.51,2
C01673,O0017354,2025-07-19,SPO-PUM-0784,Sports,Puma,175.47,2
C00218,O0002082,2025-07-29,HOM-OXO-0435,Home,OXO,188.48,1
C04145,O0041682,2025-08-23,ELE-APP-0227,Electronics,Apple,361.57,1
C04298,O0043417,2026-03-04,FAS-NIK-0041,Fashion,Nike,560.21,4
C03026,O0030366,2026-03-25,BEA-DOV-0789,Beauty,Dove,80.63,3
C04149,O0041712,2025-08-13,HOM-OXO-0334,Home,OXO,415.27,1
C03986,O0040156,2025-11-26,ELE-ANK-0395,Electronics,Anker,1038.71,2
C04243,O0042811,2025-05-25,ELE-SAM-0679,Electronics,Samsung,571.89,1
C03026,O0030365,2025-09-23,BEA-LO-0337,Beauty,L'Oreal,58.32,1
C04187,O0042193,2025-03-29,BEA-NIV-0473,Beauty,Nivea,21.33,1
C00668,O0006851,2025-06-09,TOY-LEG-0750,Toys,Lego,61.26,2
C01157,O0012066,2025-10-28,ELE-LOG-0492,Electronics,Logitech,536.29,2
C01070,O0011221,2025-03-12,BEA-NIV-0364,Beauty,Nivea,100.13,3
C01538,O0015945,2026-03-17,BOO-PEN-0186,Books,Penguin,33.7,1
C00055,O0000524,2025-05-20,GRO-KEL-0463,Grocery,Kellogg's,166.95,4
C03860,O0038824,2025-10-14,GRO-QUA-0507,Grocery,Quaker,167.98,5
C04067,O0040946,2024-12-06,SPO-REE-0448,Sports,Reebok,99.51,1
C03550,O0035690,2025-09-27,SPO-PUM-0187,Sports,Puma,182.49,1
C03085,O0030838,2025-11-05,BOO-HAR-0629,Books,HarperCollins,31.33,1
C01153,O0011988,2025-09-07,ELE-APP-0472,Electronics,Apple,1845.5,2
C03802,O0038203,2025-06-20,FAS-UNI-0442,Fashion,Uniqlo,56.91,1
C03781,O0038004,2025-04-16,SPO-COL-0366,Sports,Columbia,298.68,5
C01806,O0018481,2025-03-11,FAS-UNI-0796,Fashion,Uniqlo,70.75,1
C04354,O0044014,2026-02-15,FAS-UNI-0683,Fashion,Uniqlo,254.82,2
C02990,O0030037,2025-04-24,BOO-NO -0536,Books,No Starch,136.73,2
C04587,O0046036,2026-03-19,HOM-NIN-0759,Home,Ninja,299.94,1
C03669,O0036925,2025-02-07,TOY-FIS-0096,Toys,Fisher-Price,16.93,1
C02950,O0029625,2025-03-29,ELE-SAM-0712,Electronics,Samsung,850.0,1
C03066,O0030694,2025-06-01,HOM-DYS-0178,Home,Dyson,190.51,1
C03636,O0036551,2025-09-01,BOO-PEA-0756,Books,Pearson,36.32,2
C02447,O0024994,2025-06-17,SPO-WIL-0183,Sports,Wilson,250.89,1
C04697,O0047110,2026-01-29,ELE-APP-0311,Electronics,Apple,406.1,1
C02349,O0023987,2025-01-10,SPO-UND-0225,Sports,Under Armour,69.13,1
C00311,O0003069,2026-03-29,FAS-UNI-0094,Fashion,Uniqlo,66.56,1
C04034,O0040643,2025-07-12,BOO-PEA-0692,Books,Pearson,40.31,1
C04040,O0040699,2025-06-24,BEA-MAY-0627,Beauty,Maybelline,54.95,2
C02276,O0023264,2025-08-02,HOM-DYS-0460,Home,Dyson,89.89,2
C04368,O0044117,2025-03-22,ELE-SON-0305,Electronics,Sony,239.83,1
C03321,O0033422,2026-01-28,SPO-COL-0409,Sports,Columbia,41.62,1
C03853,O0038748,2025-04-16,TOY-LEG-0377,Toys,Lego,170.16,2
C02711,O0027450,2026-03-22,FAS-LEV-0043,Fashion,Levi's,19.71,1
C00521,O0005397,2025-04-05,GRO-QUA-0182,Grocery,Quaker,29.01,1
C01877,O0019169,2025-05-28,ELE-SON-0087,Electronics,Sony,172.48,1
C00376,O0003760,2025-04-26,HOM-IKE-0695,Home,Ikea,213.2,1
C01511,O0015704,2025-09-23,SPO-COL-0475,Sports,Columbia,154.36,1
C01841,O0018830,2025-06-04,SPO-PUM-0667,Sports,Puma,189.98,2
C04337,O0043812,2025-09-10,FAS-ZAR-0130,Fashion,Zara,273.46,2
C01882,O0019225,2025-10-03,BEA-NIV-0142,Beauty,Nivea,63.42,2
C02458,O0025163,2026-04-04,BEA-NIV-0285,Beauty,Nivea,27.42,1
C02909,O0029248,2025-07-21,FAS-ADI-0239,Fashion,Adidas,258.24,3
C00531,O0005492,2026-02-14,HOM-PHI-0690,Home,Philips,222.13,1
C04975,O0049788,2025-08-20,TOY-HAS-0302,Toys,Hasbro,101.08,2
C03100,O0030974,2025-01-26,BEA-LO-0208,Beauty,L'Oreal,12.44,1
C04857,O0048782,2025-02-12,HOM-OXO-0643,Home,OXO,753.35,3
C01657,O0017197,2025-04-04,BOO-PEN-0112,Books,Penguin,28.61,1
C03643,O0036609,2025-03-24,TOY-FIS-0260,Toys,Fisher-Price,75.92,1
C04773,O0047879,2025-07-13,BEA-MAY-0397,Beauty,Maybelline,256.78,3
C02472,O0025285,2026-03-02,BEA-CER-0013,Beauty,CeraVe,35.03,1
C02260,O0023075,2025-12-02,FAS-ZAR-0336,Fashion,Zara,733.56,3
C04235,O0042738,2025-11-02,HOM-PHI-0402,Home,Philips,133.92,2
C01019,O0010743,2025-03-01,HOM-IKE-0501,Home,Ikea,76.07,1
C03054,O0030602,2025-05-03,SPO-REE-0481,Sports,Reebok,105.54,2
C03806,O0038276,2025-02-23,FAS-LEV-0401,Fashion,Levi's,107.94,1
C03261,O0032739,2025-09-17,GRO-PEP-0467,Grocery,PepsiCo,10.32,1
C04365,O0044094,2026-01-31,FAS-LEV-0758,Fashion,Levi's,145.04,2
C04080,O0041105,2026-04-21,HOM-NIN-0122,Home,Ninja,433.49,1
C00129,O0001183,2024-12-22,ELE-APP-0433,Electronics,Apple,586.23,3
C03454,O0034648,2025-01-25,BEA-LO-0604,Beauty,L'Oreal,37.32,2
C01172,O0012241,2025-11-20,FAS-ZAR-0637,Fashion,Zara,67.75,1
C02106,O0021565,2025-08-24,BEA-CER-0404,Beauty,CeraVe,17.24,1
C04858,O0048812,2026-02-18,SPO-REE-0155,Sports,Reebok,183.1,1
C03858,O0038783,2025-08-09,FAS-ADI-0619,Fashion,Adidas,51.48,1
C04155,O0041809,2025-07-18,FAS-ADI-0060,Fashion,Adidas,220.0,1
C01646,O0017096,2026-04-30,HOM-DYS-0242,Home,Dyson,509.74,4
C03052,O0030583,2025-04-01,GRO-QUA-0738,Grocery,Quaker,25.21,1
C01617,O0016750,2025-08-17,HOM-OXO-0112,Home,OXO,452.28,1
C02744,O0027753,2025-08-21,FAS-LEV-0115,Fashion,Levi's,128.04,1
C01619,O0016777,2026-05-11,BEA-MAY-0697,Beauty,Maybelline,18.27,1
C00550,O0005712,2026-01-01,HOM-OXO-0459,Home,OXO,448.4,2
C03622,O0036441,2025-02-17,GRO-QUA-0702,Grocery,Quaker,217.85,3
C04791,O0048138,2026-03-04,FAS-ADI-0235,Fashion,Adidas,115.72,1
C00598,O0006202,2026-01-15,HOM-OXO-0632,Home,OXO,872.4,4
C03196,O0031966,2025-01-29,HOM-DYS-0614,Home,Dyson,215.82,2
C04236,O0042773,2025-10-31,FAS-UNI-0192,Fashion,Uniqlo,116.44,1
C00355,O0003462,2026-02-25,ELE-LOG-0044,Electronics,Logitech,563.03,3
C02251,O0022961,2025-12-12,BOO-OR-0098,Books,O'Reilly,25.84,2
C03333,O0033521,2026-03-01,FAS-UNI-0348,Fashion,Uniqlo,215.23,1
C03222,O0032339,2025-01-02,HOM-IKE-0552,Home,Ikea,58.46,1
C04136,O0041591,2025-09-18,ELE-SAM-0592,Electronics,Samsung,1374.15,3
C03508,O0035239,2025-07-14,FAS-LEV-0584,Fashion,Levi's,147.83,2
C00261,O0002528,2025-06-06,FAS-LEV-0280,Fashion,Levi's,167.76,2
C01843,O0018882,2026-03-05,GRO-HEI-0583,Grocery,Heinz,137.07,3
C00156,O0001485,2026-01-04,FAS-ADI-0332,Fashion,Adidas,205.62,1
C02954,O0029709,2025-02-15,FAS-ZAR-0091,Fashion,Zara,241.89,2
C00339,O0003271,2026-02-19,FAS-ADI-0704,Fashion,Adidas,166.64,1
C00367,O0003611,2025-11-11,GRO-KEL-0196,Grocery,Kellogg's,99.13,3
C01139,O0011847,2026-05-02,GRO-QUA-0782,Grocery,Quaker,31.23,1
C02356,O0024067,2025-10-24,HOM-PHI-0088,Home,Philips,88.69,1
C00844,O0008761,2025-05-17,FAS-NIK-0068,Fashion,Nike,84.16,1
C03536,O0035553,2025-09-27,SPO-COL-0697,Sports,Columbia,37.5,1
C00986,O0010370,2026-02-07,BEA-MAY-0752,Beauty,Maybelline,40.05,1
C00255,O0002465,2025-01-05,GRO-PEP-0310,Grocery,PepsiCo,226.83,5
C04837,O0048583,2025-11-11,SPO-COL-0398,Sports,Columbia,158.72,2
C02828,O0028500,2025-09-08,GRO-HEI-0572,Grocery,Heinz,26.06,1
C02160,O0022040,2026-02-20,BOO-PEN-0335,Books,Penguin,20.45,1
C04184,O0042172,2025-11-16,SPO-PUM-0781,Sports,Puma,82.31,1
C03572,O0035907,2025-04-22,TOY-MAT-0112,Toys,Mattel,54.24,1
C00896,O0009390,2025-09-19,FAS-ZAR-0654,Fashion,Zara,177.78,2
C02792,O0028176,2025-10-18,FAS-NIK-0372,Fashion,Nike,506.15,3
C04625,O0046340,2025-04-21,SPO-PUM-0649,Sports,Puma,617.31,2
C01060,O0011164,2026-02-04,GRO-QUA-0223,Grocery,Quaker,38.55,1
C04805,O0048267,2025-09-29,ELE-ANK-0405,Electronics,Anker,117.72,1
C04675,O0046901,2025-07-12,GRO-QUA-0243,Grocery,Quaker,28.74,2
C01019,O0010759,2025-10-19,SPO-PUM-0106,Sports,Puma,422.96,2
C04558,O0045755,2026-05-16,SPO-UND-0498,Sports,Under Armour,129.3,1
C03683,O0037079,2025-12-11,FAS-UNI-0294,Fashion,Uniqlo,94.16,1
C02298,O0023503,2026-06-02,GRO-KEL-0473,Grocery,Kellogg's,21.3,1
C03809,O0038333,2026-03-20,FAS-UNI-0284,Fashion,Uniqlo,73.97,1
C03788,O0038058,2025-06-06,BEA-DOV-0531,Beauty,Dove,195.05,2
C04189,O0042244,2025-01-16,GRO-KEL-0365,Grocery,Kellogg's,29.54,1
C02842,O0028618,2026-01-31,ELE-SON-0222,Electronics,Sony,1557.51,2
C03759,O0037795,2025-06-13,HOM-PHI-0134,Home,Philips,121.76,1
C00537,O0005565,2025-03-16,ELE-ANK-0740,Electronics,Anker,124.33,1
C00566,O0005908,2025-12-07,ELE-SAM-0525,Electronics,Samsung,506.89,2
C03138,O0031305,2025-04-16,BEA-MAY-0302,Beauty,Maybelline,13.36,1
C02270,O0023182,2024-12-29,ELE-ANK-0591,Electronics,Anker,928.46,3
C03753,O0037740,2025-10-29,FAS-ADI-0134,Fashion,Adidas,41.73,1
C04145,O0041691,2026-02-15,ELE-APP-0050,Electronics,Apple,359.76,2
C02288,O0023373,2025-05-27,GRO-KEL-0386,Grocery,Kellogg's,49.17,1
C03364,O0033790,2026-03-07,SPO-PUM-0397,Sports,Puma,54.45,1
C00725,O0007443,2025-05-10,BEA-DOV-0432,Beauty,Dove,11.24,1
C00727,O0007475,2025-03-22,GRO-NES-0342,Grocery,Nestle,30.76,3
C02445,O0024964,2025-11-06,SPO-REE-0140,Sports,Reebok,709.37,3
C04079,O0041066,2025-02-14,GRO-NES-0484,Grocery,Nestle,34.92,2
C04899,O0049172,2025-02-21,GRO-KEL-0194,Grocery,Kellogg's,28.07,1
C03533,O0035528,2026-04-11,TOY-FIS-0617,Toys,Fisher-Price,104.52,1
C01995,O0020377,2025-06-14,TOY-HAS-0133,Toys,Hasbro,166.67,1
C04585,O0046011,2026-01-26,FAS-NIK-0745,Fashion,Nike,111.0,1
C04132,O0041548,2025-11-30,BEA-LO-0203,Beauty,L'Oreal,62.05,3
C02597,O0026459,2026-03-24,GRO-KEL-0300,Grocery,Kellogg's,17.92,1
C02040,O0020874,2025-04-24,FAS-UNI-0226,Fashion,Uniqlo,193.1,1
C02008,O0020484,2025-06-17,FAS-UNI-0446,Fashion,Uniqlo,60.35,1
C02298,O0023499,2026-03-30,FAS-UNI-0120,Fashion,Uniqlo,101.45,1
C00068,O0000641,2024-12-18,FAS-LEV-0054,Fashion,Levi's,79.17,1
C04452,O0044856,2025-07-18,GRO-HEI-0615,Grocery,Heinz,39.31,1
C01427,O0014762,2025-03-10,BEA-LO-0119,Beauty,L'Oreal,19.38,1
C00994,O0010446,2025-03-10,HOM-IKE-0769,Home,Ikea,230.19,2
C04371,O0044158,2025-02-02,ELE-ANK-0042,Electronics,Anker,164.52,1
C00292,O0002876,2026-03-20,BEA-NIV-0122,Beauty,Nivea,35.29,1
C04702,O0047178,2025-09-14,ELE-LOG-0797,Electronics,Logitech,584.5,1
C03160,O0031532,2025-11-17,FAS-ZAR-0016,Fashion,Zara,34.6,1
C02517,O0025679,2025-08-28,BEA-NIV-0276,Beauty,Nivea,34.11,1
C00938,O0009849,2025-06-09,GRO-PEP-0391,Grocery,PepsiCo,16.64,1
C01009,O0010599,2025-04-25,BEA-DOV-0415,Beauty,Dove,24.39,1
C00443,O0004525,2025-11-27,BOO-PEN-0707,Books,Penguin,94.09,2
C04611,O0046201,2025-03-28,SPO-REE-0760,Sports,Reebok,75.88,1
C04791,O0048140,2026-04-15,HOM-PHI-0358,Home,Philips,423.87,1
C00630,O0006516,2025-11-15,FAS-LEV-0597,Fashion,Levi's,122.35,2
C02519,O0025695,2025-03-19,FAS-ZAR-0442,Fashion,Zara,48.63,1
C00159,O0001509,2025-12-07,FAS-ZAR-0640,Fashion,Zara,68.2,1
C04199,O0042358,2025-07-30,TOY-FIS-0253,Toys,Fisher-Price,63.38,1
C01180,O0012286,2025-01-28,GRO-KEL-0425,Grocery,Kellogg's,19.75,2
C01043,O0011016,2025-03-02,SPO-WIL-0100,Sports,Wilson,86.97,1
C04654,O0046616,2025-10-08,FAS-LEV-0297,Fashion,Levi's,184.55,3
C02730,O0027601,2025-02-04,HOM-DYS-0710,Home,Dyson,191.05,2
C04046,O0040772,2025-06-23,HOM-IKE-0595,Home,Ikea,253.32,2
C04673,O0046865,2025-10-11,BEA-NIV-0457,Beauty,Nivea,81.45,2
C02965,O0029802,2025-05-05,BEA-DOV-0735,Beauty,Dove,66.1,1
C01843,O0018876,2025-10-25,HOM-PHI-0017,Home,Philips,298.64,2
C01229,O0012794,2025-10-29,BEA-MAY-0015,Beauty,Maybelline,48.66,2
C00551,O0005740,2025-10-29,ELE-SAM-0438,Electronics,Samsung,444.15,2
C00079,O0000737,2025-01-30,FAS-ADI-0660,Fashion,Adidas,76.34,1
C00367,O0003608,2025-02-28,GRO-PEP-0142,Grocery,PepsiCo,32.73,1
C02490,O0025430,2026-02-14,TOY-HAS-0360,Toys,Hasbro,60.95,2
C03098,O0030966,2025-07-27,GRO-NES-0215,Grocery,Nestle,23.43,1
C01929,O0019707,2025-02-01,SPO-PUM-0340,Sports,Puma,136.9,2
C01953,O0019971,2025-09-08,TOY-HAS-0188,Toys,Hasbro,22.91,1
C01686,O0017458,2025-07-27,GRO-QUA-0122,Grocery,Quaker,14.11,1
C02422,O0024793,2025-01-23,SPO-UND-0347,Sports,Under Armour,338.28,2
C04639,O0046484,2025-03-25,SPO-WIL-0612,Sports,Wilson,153.37,1
C04957,O0049632,2025-03-31,GRO-QUA-0092,Grocery,Quaker,10.4,1
C02455,O0025084,2025-03-09,GRO-KEL-0786,Grocery,Kellogg's,99.44,2
C00270,O0002625,2026-03-10,FAS-ADI-0479,Fashion,Adidas,83.3,1
C00679,O0006955,2025-07-29,SPO-PUM-0594,Sports,Puma,295.56,1
C02858,O0028740,2025-09-04,ELE-LOG-0696,Electronics,Logitech,3940.7,4
C02736,O0027657,2026-02-11,BOO-NO -0350,Books,No Starch,91.7,2
C01994,O0020368,2025-12-20,BEA-DOV-0627,Beauty,Dove,18.71,1
C02298,O0023478,2025-02-04,HOM-DYS-0714,Home,Dyson,149.97,1
C02731,O0027624,2025-04-01,BEA-MAY-0529,Beauty,Maybelline,46.54,1
C01894,O0019340,2025-08-03,SPO-REE-0739,Sports,Reebok,143.32,2
C02100,O0021493,2024-12-29,BOO-NO -0620,Books,No Starch,22.26,1
C03683,O0037083,2026-04-30,ELE-LOG-0569,Electronics,Logitech,485.95,1
C03682,O0037058,2025-07-16,GRO-HEI-0224,Grocery,Heinz,21.09,1
C01105,O0011547,2025-05-24,ELE-APP-0157,Electronics,Apple,566.35,2
C01255,O0013096,2026-01-11,BEA-DOV-0201,Beauty,Dove,24.91,1
C04250,O0042858,2025-08-19,SPO-UND-0329,Sports,Under Armour,66.26,1
C02956,O0029729,2025-05-23,BEA-MAY-0526,Beauty,Maybelline,14.61,1
C00953,O0009988,2025-03-02,FAS-ZAR-0566,Fashion,Zara,53.71,1
C00815,O0008478,2025-02-16,BOO-HAR-0367,Books,HarperCollins,50.77,1
C03005,O0030170,2025-09-02,BEA-LO-0515,Beauty,L'Oreal,60.1,1
C01854,O0018973,2025-03-31,GRO-KEL-0287,Grocery,Kellogg's,17.09,1
C03920,O0039471,2026-01-25,ELE-LOG-0364,Electronics,Logitech,646.06,3
C01019,O0010735,2024-12-05,SPO-WIL-0300,Sports,Wilson,149.54,1
C00230,O0002212,2025-06-12,FAS-UNI-0740,Fashion,Uniqlo,37.85,1
C03852,O0038742,2025-04-14,FAS-NIK-0778,Fashion,Nike,491.19,3
C02487,O0025388,2025-12-11,BEA-NIV-0759,Beauty,Nivea,103.88,2
C02712,O0027452,2024-12-28,BOO-PEN-0221,Books,Penguin,20.05,1
C03128,O0031211,2025-08-23,ELE-LOG-0327,Electronics,Logitech,627.02,1
C03204,O0032078,2025-07-20,SPO-WIL-0415,Sports,Wilson,311.36,3
C01783,O0018305,2025-01-05,GRO-QUA-0513,Grocery,Quaker,33.19,1
C03623,O0036451,2025-12-18,ELE-ANK-0203,Electronics,Anker,524.24,2
C01318,O0013671,2026-02-26,BEA-CER-0575,Beauty,CeraVe,29.25,1
C00794,O0008194,2025-11-03,FAS-NIK-0524,Fashion,Nike,59.44,1
C00341,O0003289,2024-12-06,SPO-WIL-0178,Sports,Wilson,76.92,1
C04696,O0047083,2025-02-22,HOM-PHI-0792,Home,Philips,149.32,1
C03149,O0031430,2026-01-10,GRO-NES-0455,Grocery,Nestle,40.02,1
C04815,O0048364,2025-10-15,BEA-DOV-0390,Beauty,Dove,221.7,3
C03198,O0031993,2026-04-15,BEA-MAY-0425,Beauty,Maybelline,38.33,1
C03621,O0036437,2025-10-29,BEA-CER-0669,Beauty,CeraVe,125.85,3
C02115,O0021629,2025-07-08,GRO-PEP-0472,Grocery,PepsiCo,31.86,1
C03782,O0038021,2025-11-15,HOM-DYS-0662,Home,Dyson,70.81,1
C02569,O0026165,2025-03-23,BEA-NIV-0411,Beauty,Nivea,32.55,1
C01205,O0012533,2026-04-08,FAS-ZAR-0139,Fashion,Zara,119.97,1
C00049,O0000408,2025-06-16,FAS-NIK-0253,Fashion,Nike,105.88,1
C04839,O0048608,2026-05-11,SPO-COL-0780,Sports,Columbia,68.61,1
C02589,O0026367,2025-10-29,GRO-HEI-0402,Grocery,Heinz,47.54,1
C01019,O0010744,2025-03-23,SPO-REE-0483,Sports,Reebok,19.32,1
C03294,O0033090,2026-01-18,TOY-MAT-0063,Toys,Mattel,112.95,2
C00969,O0010158,2025-09-09,HOM-PHI-0730,Home,Philips,360.24,1
C01654,O0017165,2025-12-15,BOO-NO -0702,Books,No Starch,35.83,2
C04283,O0043184,2025-12-13,ELE-ANK-0481,Electronics,Anker,226.18,1
C00296,O0002916,2025-12-04,SPO-COL-0152,Sports,Columbia,77.76,1
C02681,O0027176,2025-05-28,FAS-LEV-0600,Fashion,Levi's,78.82,1
C01734,O0017898,2025-03-10,GRO-HEI-0004,Grocery,Heinz,42.61,1
C02198,O0022473,2026-03-01,BEA-NIV-0396,Beauty,Nivea,20.03,1
C00506,O0005229,2025-11-23,SPO-REE-0534,Sports,Reebok,72.37,1
C04446,O0044791,2025-04-28,HOM-PHI-0395,Home,Philips,205.04,1
C00040,O0000344,2026-03-21,ELE-ANK-0134,Electronics,Anker,1385.04,2
C04914,O0049311,2025-11-15,ELE-ANK-0118,Electronics,Anker,111.64,1
C04877,O0048980,2025-04-10,GRO-NES-0140,Grocery,Nestle,14.3,1
C01408,O0014585,2025-02-21,BEA-CER-0758,Beauty,CeraVe,71.93,1
C01976,O0020217,2025-05-18,GRO-KEL-0474,Grocery,Kellogg's,108.47,3
C02293,O0023414,2025-05-20,GRO-NES-0558,Grocery,Nestle,70.0,1
C03703,O0037274,2026-04-05,ELE-APP-0196,Electronics,Apple,190.36,1
C04776,O0047947,2024-12-04,FAS-NIK-0326,Fashion,Nike,198.66,2
C04179,O0042106,2025-11-13,HOM-NIN-0168,Home,Ninja,121.83,1
C00708,O0007238,2025-12-20,SPO-REE-0776,Sports,Reebok,234.2,2
C03187,O0031867,2025-12-28,FAS-ZAR-0170,Fashion,Zara,203.94,2
C03899,O0039266,2025-01-16,BOO-PEA-0306,Books,Pearson,22.17,1
C04478,O0045052,2024-12-12,BOO-NO -0396,Books,No Starch,17.6,1
C04776,O0047975,2025-08-31,HOM-IKE-0054,Home,Ikea,129.03,1
C02706,O0027394,2025-12-11,GRO-HEI-0269,Grocery,Heinz,54.85,1
C02229,O0022777,2025-05-26,FAS-UNI-0762,Fashion,Uniqlo,181.99,2
C01676,O0017378,2026-03-17,FAS-NIK-0706,Fashion,Nike,121.41,1
C02583,O0026295,2025-10-31,BEA-LO-0635,Beauty,L'Oreal,150.34,3
C00709,O0007252,2026-04-08,BEA-DOV-0420,Beauty,Dove,342.78,4
C02465,O0025225,2025-09-12,BEA-DOV-0702,Beauty,Dove,50.31,2
C02608,O0026541,2025-04-25,BEA-LO-0132,Beauty,L'Oreal,15.43,1
C00724,O0007432,2025-12-11,FAS-NIK-0361,Fashion,Nike,171.26,1
C00112,O0001049,2025-01-14,ELE-SAM-0751,Electronics,Samsung,724.0,3
C04371,O0044160,2025-03-04,BOO-PEA-0055,Books,Pearson,33.61,1
